Date,cityAccidente,countryAccidente,Operator,cityOrigen,cityDestino,Type,Aboard,Fatalities,Ground,latAccidente,lonAccidente,latDestino,lonDestino,latOrigen,lonOrigen
8/15/1939, Copenhagen, Denmark,British Airways,St. Johns,Croyden,Lockheed 10 Electra,6,5,0,55.6867243,12.5700724,53.237438,-6.1522378,29.9032284,-81.4145468
3/18/1939, Adler, Washington,Boeing Aircraft Company,Bombay,Benghazi,Boeing 307 Stratoliner,10,10,0,47.5067342,7.697178,32.117076,20.0670036,18.9523804,72.8327112
1/10/1938, Bathurst, Gambia,Deutsche Lufthansa,Rio de Janeiro,Bridgetown,Dornier DO.18,4,4,0,47.625811,-65.6525135,13.1018264,-59.618848,-22.9110137,-43.2093727
12/23/1936, Dallas, Texas,Braniff Airways,Misawa,Oran,Lockheed 10 Electra,6,6,0,32.7761963,-96.7968994,35.7032751,-0.6492976,40.74652,141.382843
7/12/1936, Dakar, French West Africa,Air France,Heraklion,Da 9999g,LatÃƒâ€¡Ã‚Â¸coÃƒâ€¡Ãƒ_re 300,5,5,0,14.6930042,-17.447026,16.0679814,108.2119396,35.3340134,25.1328543
9/11/1935, Fort Worth, Texas,Braniff Airlines,Taipe,Tamarindo,Lockheed Vega,1,1,0,32.753177,-97.3327459,9.426528,-75.1833575,25.0375167,121.5637
7/19/1935, Chandeleur Island, Mississippi,Wedell-Williams Air Service Corporation,New York City,Krasnoyarsk,General 102-E,2,2,0,29.8357573,-88.8344696,56.0082556,92.8702365,40.7305991,-73.9865812
7/10/1935, Cheyenne, Wyoming,United Air Lines,Tijuana,Beirut,Boeing 247D,12,12,0,41.1399814,-104.8202462,33.8959203,35.47843,32.5288195,-117.0368346
2/10/1935, Finders Island, Australia,Holyman Airways,Test flight,Maputo,de Havilland DH-86,5,5,0,41.38315025,-83.6176407,-25.9662133,32.5674498,37.2363025,-115.8118046
4/4/1933, Barnegat, New Jersey,Military - U.S. Navy,Bogota,Mogadishu,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0,39.7531754,-74.2229179,2.0427779,45.3385636,4.5980478,-74.0760867
3/28/1933, Dixmude, Belgium,Imperial Airways,Paris,Ivanovo,Armstrong Whitworth Argosy II,15,15,0,51.03411425,2.862585315,48.5095002,20.3599774,48.8565056,2.3521334
7/16/1932,  Vitacura, Chile,Panagra,Kano,Ikeja,Ford 5-AT-C Tri Motor,9,9,0,-33.3801502,-70.56577353,6.5960605,3.340787,11.9918671,8.5303654
9/12/1931, Algiers,,Aeropostale,Ankara,Miami,CAMS 56,2,2,0,28.0000272,2.9999825,25.7742658,-80.1936589,39.9220794,32.853758
5/10/1930, Beauvais, France,Military - British Air Ministry,Namsos,Niamey,Royal Airship Works R-101,54,48,0,49.4409001,2.0866699,13.4998139,2.109485972,64.4858834,11.41334762
12/19/2029, Berlin, Germany,Deutsche Lufthansa,Cagayancillo,Calabar,Arado V1,3,2,0,52.5170365,13.3888599,4.9795999,8.3373597,9.68441895,121.191261
6/17/2029, Dungeness, England,Imperial Airways,El Obeid,Christchurch,Handley Page W-10,13,7,0,50.9141783,0.9728941,-43.530955,172.6366455,13.1833657,30.222559
11/14/2025, Boulogne-sur-Mer, France,Air Union,Oakland,La Paz,Farman F-60 Goliath,2,2,0,50.7259985,1.6118771,-16.495647,-68.133542,37.8044557,-122.2713563
3/6/2022, Folkestone, England,Cie des Messageries Aeriennes,Pointe,Kunming,Bleriot Spad 27,3,3,0,51.0887105,1.1663557,25.0515153,102.7017638,46.7791043,-90.7865786
3/9/2015, Cuxhaven, Germany,Military - German Navy,Sydney,Singapore,Zeppelin L-10 (airship),19,19,0,53.8687798,8.6982859,1.2904527,103.852038,-33.8548157,151.2164539
